['[11.49247442 11.25911111 11.34762757 11.42035599 11.40504761 11.49631022        11.50122261 11.47696997 11.15892739  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '11.52542988', '11.57336347', '11.57350287', '11.26109475']
['[11.52542988 11.49247442 11.25911111 11.34762757 11.42035599 11.40504761        11.49631022 11.50122261 11.47696997  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '11.73345352', '11.60732439', '11.60857955', '11.28024105']
['[11.73345352 11.52542988 11.49247442 11.25911111 11.34762757 11.42035599        11.40504761 11.49631022 11.50122261 -5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '9.73576525', '9.66680862', '9.66701426', '9.97298212']
['[ 9.73576525 11.73345352 11.52542988 11.49247442 11.25911111 11.34762757        11.42035599 11.40504761 11.49631022 -5.         -5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '6.42606513', '6.6717206', '6.6706494', '6.93582097']
['[ 6.42606513  9.73576525 11.73345352 11.52542988 11.49247442 11.25911111        11.34762757 11.42035599 11.40504761 -5.         -5.         -5.         5.          5.          5.          5.          5.          5.         5.        ]', '3.67293559', '3.66686243', '3.66739987', '4.40710681']
['[ 3.67293559  6.42606513  9.73576525 11.73345352 11.52542988 11.49247442        11.25911111 11.34762757 11.42035599 -5.         -5.         -5.        -5.          5.          5.          5.          5.          5.         5.        ]', '1.95908049', '1.78098288', '1.78289572', '2.70481651']
['[ 1.95908049  3.67293559  6.42606513  9.73576525 11.73345352 11.52542988        11.49247442 11.25911111 11.34762757 -5.         -5.         -5.        -5.         -5.          5.          5.          5.          5.         5.        ]', '1.34521161', '1.4486049', '1.44904513', '1.70455515']
['[ 1.34521161  1.95908049  3.67293559  6.42606513  9.73576525 11.73345352        11.52542988 11.49247442 11.25911111 -5.         -5.         -5.        -5.         -5.         -5.          5.          5.          5.         5.        ]', '1.94886539', '1.93925268', '1.93938413', '1.3358497']
['[ 1.94886539  1.34521161  1.95908049  3.67293559  6.42606513  9.73576525        11.73345352 11.52542988 11.49247442 -5.         -5.         -5.        -5.         -5.         -5.         -5.          5.          5.         5.        ]', '2.35174643', '2.46086799', '2.46128727', '1.7479569']
['[ 2.35174643  1.94886539  1.34521161  1.95908049  3.67293559  6.42606513         9.73576525 11.73345352 11.52542988 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.          5.         5.        ]', '2.07154983', '2.13139431', '2.13241796', '1.58279967']
['[ 2.07154983  2.35174643  1.94886539  1.34521161  1.95908049  3.67293559         6.42606513  9.73576525 11.73345352 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.         5.        ]', '0.78787193', '0.7355052', '0.73915062', '0.72949221']
['[ 0.78787193  2.07154983  2.35174643  1.94886539  1.34521161  1.95908049         3.67293559  6.42606513  9.73576525 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-1.15902224', '-1.25644376', '-1.257553', '-0.62295827']
['[-1.15902224  0.78787193  2.07154983  2.35174643  1.94886539  1.34521161         1.95908049  3.67293559  6.42606513 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-3.16251685', '-3.00500182', '-3.0065977', '-2.16696218']
['[-3.16251685 -1.15902224  0.78787193  2.07154983  2.35174643  1.94886539         1.34521161  1.95908049  3.67293559 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-4.2734982', '-4.22283895', '-4.22170588', '-3.51895188']
['[-4.2734982  -3.16251685 -1.15902224  0.78787193  2.07154983  2.35174643         1.94886539  1.34521161  1.95908049 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-4.56356281', '-4.5262703', '-4.5245106', '-4.07415046']
['[-4.56356281 -4.2734982  -3.16251685 -1.15902224  0.78787193  2.07154983         2.35174643  1.94886539  1.34521161 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-4.29852358', '-4.19137775', '-4.19058752', '-4.16857143']
['[-4.29852358 -4.56356281 -4.2734982  -3.16251685 -1.15902224  0.78787193         2.07154983  2.35174643  1.94886539 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-3.83118859', '-3.87324687', '-3.87114272', '-4.06418083']
['[-3.83118859 -4.29852358 -4.56356281 -4.2734982  -3.16251685 -1.15902224         0.78787193  2.07154983  2.35174643 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-4.0094423', '-3.9277273', '-3.92642971', '-4.04280113']
['[-4.0094423  -3.83118859 -4.29852358 -4.56356281 -4.2734982  -3.16251685        -1.15902224  0.78787193  2.07154983 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-4.94660734', '-4.67278119', '-4.67068976', '-4.5529654']
['[-4.94660734 -4.0094423  -3.83118859 -4.29852358 -4.56356281 -4.2734982        -3.16251685 -1.15902224  0.78787193 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-5.888918', '-5.9216813', '-5.91746658', '-5.53900735']
['[-5.888918   -4.94660734 -4.0094423  -3.83118859 -4.29852358 -4.56356281        -4.2734982  -3.16251685 -1.15902224 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-7.31273009', '-7.00976232', '-7.00620398', '-6.3443076']
['[-7.31273009 -5.888918   -4.94660734 -4.0094423  -3.83118859 -4.29852358        -4.56356281 -4.2734982  -3.16251685 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-7.95377033', '-7.77067107', '-7.76756863', '-7.27499809']
['[-7.95377033 -7.31273009 -5.888918   -4.94660734 -4.0094423  -3.83118859        -4.29852358 -4.56356281 -4.2734982  -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-7.89855397', '-7.95707654', '-7.95306881', '-7.61250647']
['[-7.89855397 -7.95377033 -7.31273009 -5.888918   -4.94660734 -4.0094423        -3.83118859 -4.29852358 -4.56356281 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-7.5415639', '-7.63251735', '-7.63122286', '-7.48244388']
['[-7.5415639  -7.89855397 -7.95377033 -7.31273009 -5.888918   -4.94660734        -4.0094423  -3.83118859 -4.29852358 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-7.30679571', '-7.30089449', '-7.30049989', '-7.30080434']
['[-7.30679571 -7.5415639  -7.89855397 -7.95377033 -7.31273009 -5.888918        -4.94660734 -4.0094423  -3.83118859 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-7.24493216', '-7.34283376', '-7.34266202', '-7.35028879']
['[-7.24493216 -7.30679571 -7.5415639  -7.89855397 -7.95377033 -7.31273009        -5.888918   -4.94660734 -4.0094423  -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-7.91597956', '-7.7649386', '-7.76583138', '-7.5065969']
['[-7.91597956 -7.24493216 -7.30679571 -7.5415639  -7.89855397 -7.95377033        -7.31273009 -5.888918   -4.94660734 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-8.58061274', '-8.56716177', '-8.5663939', '-8.21042318']
['[-8.58061274 -7.91597956 -7.24493216 -7.30679571 -7.5415639  -7.89855397        -7.95377033 -7.31273009 -5.888918   -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-9.31245552', '-9.32362818', '-9.32055495', '-8.74904736']
['[-9.31245552 -8.58061274 -7.91597956 -7.24493216 -7.30679571 -7.5415639        -7.89855397 -7.95377033 -7.31273009 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-10.05055584', '-9.66291389', '-9.66296402', '-9.18532936']
['[-10.05055584  -9.31245552  -8.58061274  -7.91597956  -7.24493216         -7.30679571  -7.5415639   -7.89855397  -7.95377033  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-9.86613208', '-9.79857713', '-9.79669027', '-9.56326299']
['[ -9.86613208 -10.05055584  -9.31245552  -8.58061274  -7.91597956         -7.24493216  -7.30679571  -7.5415639   -7.89855397  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-9.56530777', '-9.57607058', '-9.57320783', '-9.4020829']
['[ -9.56530777  -9.86613208 -10.05055584  -9.31245552  -8.58061274         -7.91597956  -7.24493216  -7.30679571  -7.5415639   -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-9.42030209', '-9.29719682', '-9.29541686', '-9.20532659']
['[ -9.42030209  -9.56530777  -9.86613208 -10.05055584  -9.31245552         -8.58061274  -7.91597956  -7.24493216  -7.30679571  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-9.23427101', '-9.29113541', '-9.28927454', '-9.25488796']
['[ -9.23427101  -9.42030209  -9.56530777  -9.86613208 -10.05055584         -9.31245552  -8.58061274  -7.91597956  -7.24493216  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-9.69713701', '-9.51865181', '-9.51810323', '-9.27803309']
['[ -9.69713701  -9.23427101  -9.42030209  -9.56530777  -9.86613208        -10.05055584  -9.31245552  -8.58061274  -7.91597956  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-9.93607338', '-10.03209576', '-10.03154936', '-9.7119475']
['[ -9.93607338  -9.69713701  -9.23427101  -9.42030209  -9.56530777         -9.86613208 -10.05055584  -9.31245552  -8.58061274  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.47739748', '-10.50051432', '-10.49813196', '-10.01017639']
['[-10.47739748  -9.93607338  -9.69713701  -9.23427101  -9.42030209         -9.56530777  -9.86613208 -10.05055584  -9.31245552  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.54193225', '-10.74811452', '-10.74813152', '-10.30329936']
['[-10.54193225 -10.47739748  -9.93607338  -9.69713701  -9.23427101         -9.42030209  -9.56530777  -9.86613208 -10.05055584  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.48743699', '-10.6504097', '-10.65288357', '-10.28079401']
['[-10.48743699 -10.54193225 -10.47739748  -9.93607338  -9.69713701         -9.23427101  -9.42030209  -9.56530777  -9.86613208  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.40540107', '-10.4551758', '-10.45797571', '-10.2175837']
['[-10.40540107 -10.48743699 -10.54193225 -10.47739748  -9.93607338         -9.69713701  -9.23427101  -9.42030209  -9.56530777  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.32520634', '-10.32898333', '-10.33125463', '-10.12907445']
['[-10.32520634 -10.40540107 -10.48743699 -10.54193225 -10.47739748         -9.93607338  -9.69713701  -9.23427101  -9.42030209  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.43516533', '-10.34778827', '-10.34946053', '-10.17538712']
['[-10.43516533 -10.32520634 -10.40540107 -10.48743699 -10.54193225        -10.47739748  -9.93607338  -9.69713701  -9.23427101  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.71034786', '-10.58498233', '-10.58445368', '-10.29187689']
['[-10.71034786 -10.43516533 -10.32520634 -10.40540107 -10.48743699        -10.54193225 -10.47739748  -9.93607338  -9.69713701  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.66070587', '-10.87228848', '-10.87100959', '-10.57173424']
['[-10.66070587 -10.71034786 -10.43516533 -10.32520634 -10.40540107        -10.48743699 -10.54193225 -10.47739748  -9.93607338  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.95446552', '-11.00203089', '-11.00124484', '-10.55466534']
['[-10.95446552 -10.66070587 -10.71034786 -10.43516533 -10.32520634        -10.40540107 -10.48743699 -10.54193225 -10.47739748  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.31436981', '-11.0313035', '-11.03319231', '-10.72312627']
['[-11.31436981 -10.95446552 -10.66070587 -10.71034786 -10.43516533        -10.32520634 -10.40540107 -10.48743699 -10.54193225  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.07625298', '-11.13450312', '-11.13430029', '-10.92637266']
['[-11.07625298 -11.31436981 -10.95446552 -10.66070587 -10.71034786        -10.43516533 -10.32520634 -10.40540107 -10.48743699  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.10297928', '-11.06068483', '-11.06016989', '-10.76419681']
['[-11.10297928 -11.07625298 -11.31436981 -10.95446552 -10.66070587        -10.71034786 -10.43516533 -10.32520634 -10.40540107  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.89055518', '-11.03356117', '-11.0323988', '-10.80320036']
['[-10.89055518 -11.10297928 -11.07625298 -11.31436981 -10.95446552        -10.66070587 -10.71034786 -10.43516533 -10.32520634  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-10.93933883', '-10.99378002', '-10.99321424', '-10.72996066']
['[-10.93933883 -10.89055518 -11.10297928 -11.07625298 -11.31436981        -10.95446552 -10.66070587 -10.71034786 -10.43516533  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.20271115', '-11.0164742', '-11.01905894', '-10.74957297']
['[-11.20271115 -10.93933883 -10.89055518 -11.10297928 -11.07625298        -11.31436981 -10.95446552 -10.66070587 -10.71034786  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.15843737', '-11.23245001', '-11.23313834', '-10.97119917']
['[-11.15843737 -11.20271115 -10.93933883 -10.89055518 -11.10297928        -11.07625298 -11.31436981 -10.95446552 -10.66070587  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.29343954', '-11.40445565', '-11.4027197', '-11.01827046']
['[-11.29343954 -11.15843737 -11.20271115 -10.93933883 -10.89055518        -11.10297928 -11.07625298 -11.31436981 -10.95446552  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.35811878', '-11.43108903', '-11.4314785', '-11.05178903']
['[-11.35811878 -11.29343954 -11.15843737 -11.20271115 -10.93933883        -10.89055518 -11.10297928 -11.07625298 -11.31436981  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.58901843', '-11.36512876', '-11.36714523', '-11.09685902']
['[-11.58901843 -11.35811878 -11.29343954 -11.15843737 -11.20271115        -10.93933883 -10.89055518 -11.10297928 -11.07625298  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.26859545', '-11.40745154', '-11.40794513', '-11.19433042']
['[-11.26859545 -11.58901843 -11.35811878 -11.29343954 -11.15843737        -11.20271115 -10.93933883 -10.89055518 -11.10297928  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.34330522', '-11.32159474', '-11.32167566', '-11.00838309']
['[-11.34330522 -11.26859545 -11.58901843 -11.35811878 -11.29343954        -11.15843737 -11.20271115 -10.93933883 -10.89055518  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.29733619', '-11.34708765', '-11.34637629', '-11.10834605']
['[-11.29733619 -11.34330522 -11.26859545 -11.58901843 -11.35811878        -11.29343954 -11.15843737 -11.20271115 -10.93933883  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.21618534', '-11.3701723', '-11.37042444', '-11.07110544']
['[-11.21618534 -11.29733619 -11.34330522 -11.26859545 -11.58901843        -11.35811878 -11.29343954 -11.15843737 -11.20271115  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.49013924', '-11.35333536', '-11.35621158', '-11.04928175']
['[-11.49013924 -11.21618534 -11.29733619 -11.34330522 -11.26859545        -11.58901843 -11.35811878 -11.29343954 -11.15843737  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.36235034', '-11.53012152', '-11.53032714', '-11.23018192']
['[-11.36235034 -11.49013924 -11.21618534 -11.29733619 -11.34330522        -11.26859545 -11.58901843 -11.35811878 -11.29343954  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.31431641', '-11.56203935', '-11.56213621', '-11.19958861']
['[-11.31431641 -11.36235034 -11.49013924 -11.21618534 -11.29733619        -11.34330522 -11.26859545 -11.58901843 -11.35811878  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.63872727', '-11.48319122', '-11.48581795', '-11.10418847']
['[-11.63872727 -11.31431641 -11.36235034 -11.49013924 -11.21618534        -11.29733619 -11.34330522 -11.26859545 -11.58901843  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.52870896', '-11.51815983', '-11.52034586', '-11.31801913']
['[-11.52870896 -11.63872727 -11.31431641 -11.36235034 -11.49013924        -11.21618534 -11.29733619 -11.34330522 -11.26859545  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.52303219', '-11.54385216', '-11.54383139', '-11.24125115']
['[-11.52303219 -11.52870896 -11.63872727 -11.31431641 -11.36235034        -11.49013924 -11.21618534 -11.29733619 -11.34330522  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.47984738', '-11.51919546', '-11.51965508', '-11.2210588']
