['[-11.47984738 -11.52303219 -11.52870896 -11.63872727 -11.31431641        -11.36235034 -11.49013924 -11.21618534 -11.29733619  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.46363811', '-11.52382168', '-11.52305235', '-11.25108739']
['[-11.46363811 -11.47984738 -11.52303219 -11.52870896 -11.63872727        -11.31431641 -11.36235034 -11.49013924 -11.21618534  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.45190239', '-11.50531792', '-11.50629779', '-11.21484338']
['[-11.45190239 -11.46363811 -11.47984738 -11.52303219 -11.52870896        -11.63872727 -11.31431641 -11.36235034 -11.49013924  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.61602726', '-11.48905569', '-11.49150852', '-11.19776812']
['[-11.61602726 -11.45190239 -11.46363811 -11.47984738 -11.52303219        -11.52870896 -11.63872727 -11.31431641 -11.36235034  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.50138857', '-11.62554078', '-11.62506178', '-11.3650012']
['[-11.50138857 -11.61602726 -11.45190239 -11.46363811 -11.47984738        -11.52303219 -11.52870896 -11.63872727 -11.31431641  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.61897725', '-11.65119551', '-11.65070053', '-11.27221058']
['[-11.61897725 -11.50138857 -11.61602726 -11.45190239 -11.46363811        -11.47984738 -11.52303219 -11.52870896 -11.63872727  -5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-11.58904521', '-11.61909282', '-11.62077518', '-11.3429684']
['[-11.58904521 -11.61897725 -11.50138857 -11.61602726 -11.45190239        -11.46363811 -11.47984738 -11.52303219 -11.52870896   5.         -5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-9.54294697', '-9.60863443', '-9.60930402', '-9.90006086']
['[ -9.54294697 -11.58904521 -11.61897725 -11.50138857 -11.61602726        -11.45190239 -11.46363811 -11.47984738 -11.52303219   5.          5.          -5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-6.45049664', '-6.56700207', '-6.56885212', '-6.82679422']
['[ -6.45049664  -9.54294697 -11.58904521 -11.61897725 -11.50138857        -11.61602726 -11.45190239 -11.46363811 -11.47984738   5.          5.           5.          -5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-3.67072851', '-3.69978272', '-3.70117556', '-4.44353554']
['[ -3.67072851  -6.45049664  -9.54294697 -11.58904521 -11.61897725        -11.50138857 -11.61602726 -11.45190239 -11.46363811   5.          5.           5.           5.          -5.          -5.         -5.          -5.          -5.          -5.        ]', '-1.95228092', '-1.90521158', '-1.90641652', '-2.77700378']
['[ -1.95228092  -3.67072851  -6.45049664  -9.54294697 -11.58904521        -11.61897725 -11.50138857 -11.61602726 -11.45190239   5.          5.           5.           5.           5.          -5.         -5.          -5.          -5.          -5.        ]', '-1.57870261', '-1.54436712', '-1.54532456', '-1.70223258']
['[ -1.57870261  -1.95228092  -3.67072851  -6.45049664  -9.54294697        -11.58904521 -11.61897725 -11.50138857 -11.61602726   5.          5.           5.           5.           5.           5.         -5.          -5.          -5.          -5.        ]', '-1.9639751', '-2.02266734', '-2.02338248', '-1.4979471']
['[ -1.9639751   -1.57870261  -1.95228092  -3.67072851  -6.45049664         -9.54294697 -11.58904521 -11.61897725 -11.50138857   5.          5.           5.           5.           5.           5.          5.          -5.          -5.          -5.        ]', '-2.32646818', '-2.46639098', '-2.46651353', '-1.72744611']
['[ -2.32646818  -1.9639751   -1.57870261  -1.95228092  -3.67072851         -6.45049664  -9.54294697 -11.58904521 -11.61897725   5.          5.           5.           5.           5.           5.          5.           5.          -5.          -5.        ]', '-1.82462448', '-2.03755387', '-2.03972708', '-1.52760994']
['[ -1.82462448  -2.32646818  -1.9639751   -1.57870261  -1.95228092         -3.67072851  -6.45049664  -9.54294697 -11.58904521   5.          5.           5.           5.           5.           5.          5.           5.           5.          -5.        ]', '-0.63957882', '-0.60051', '-0.60412748', '-0.58348501']
['[-0.63957882 -1.82462448 -2.32646818 -1.9639751  -1.57870261 -1.95228092        -3.67072851 -6.45049664 -9.54294697  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '1.20510327', '1.36172852', '1.3612692', '0.71412194']
['[ 1.20510327 -0.63957882 -1.82462448 -2.32646818 -1.9639751  -1.57870261        -1.95228092 -3.67072851 -6.45049664  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '3.07012692', '3.01781558', '3.01820473', '2.19655028']
['[ 3.07012692  1.20510327 -0.63957882 -1.82462448 -2.32646818 -1.9639751        -1.57870261 -1.95228092 -3.67072851  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '4.17080644', '4.10263491', '4.10270189', '3.4143308']
['[ 4.17080644  3.07012692  1.20510327 -0.63957882 -1.82462448 -2.32646818        -1.9639751  -1.57870261 -1.95228092  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '4.46614444', '4.38788966', '4.38781557', '4.00822214']
['[ 4.46614444  4.17080644  3.07012692  1.20510327 -0.63957882 -1.82462448        -2.32646818 -1.9639751  -1.57870261  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '4.08318492', '4.16818519', '4.16695053', '4.11419012']
['[ 4.08318492  4.46614444  4.17080644  3.07012692  1.20510327 -0.63957882        -1.82462448 -2.32646818 -1.9639751   5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '3.79194358', '3.87013404', '3.86859282', '3.98333636']
['[ 3.79194358  4.08318492  4.46614444  4.17080644  3.07012692  1.20510327        -0.63957882 -1.82462448 -2.32646818  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '3.8238336', '3.98082008', '3.98042709', '4.04934908']
['[ 3.8238336   3.79194358  4.08318492  4.46614444  4.17080644  3.07012692         1.20510327 -0.63957882 -1.82462448  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '5.01670205', '4.63650454', '4.63717044', '4.44892534']
['[ 5.01670205  3.8238336   3.79194358  4.08318492  4.46614444  4.17080644         3.07012692  1.20510327 -0.63957882  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '5.93411054', '5.90979092', '5.90752352', '5.56284777']
['[5.93411054 5.01670205 3.8238336  3.79194358 4.08318492 4.46614444        4.17080644 3.07012692 1.20510327 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '7.15298283', '7.01712345', '7.01307377', '6.35079315']
['[7.15298283 5.93411054 5.01670205 3.8238336  3.79194358 4.08318492        4.46614444 4.17080644 3.07012692 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '7.79806758', '7.68469528', '7.68176773', '7.1572112']
['[ 7.79806758  7.15298283  5.93411054  5.01670205  3.8238336   3.79194358         4.08318492  4.46614444  4.17080644 -5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '5.72768462', '5.80809342', '5.80514932', '6.0571969']
['[ 5.72768462  7.79806758  7.15298283  5.93411054  5.01670205  3.8238336         3.79194358  4.08318492  4.46614444 -5.         -5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '2.63151365', '2.47599758', '2.47651663', '2.91240932']
['[ 2.63151365  5.72768462  7.79806758  7.15298283  5.93411054  5.01670205         3.8238336   3.79194358  4.08318492 -5.         -5.         -5.         5.          5.          5.          5.          5.          5.         5.        ]', '-0.40135255', '-0.55121913', '-0.55175908', '0.53586321']
['[-0.40135255  2.63151365  5.72768462  7.79806758  7.15298283  5.93411054         5.01670205  3.8238336   3.79194358 -5.         -5.         -5.        -5.          5.          5.          5.          5.          5.         5.        ]', '-2.00406887', '-2.22373325', '-2.22646985', '-1.07352784']
['[-2.00406887 -0.40135255  2.63151365  5.72768462  7.79806758  7.15298283         5.93411054  5.01670205  3.8238336  -5.         -5.         -5.        -5.         -5.          5.          5.          5.          5.         5.        ]', '-2.0557658', '-2.10661679', '-2.11031116', '-1.86486964']
['[-2.0557658  -2.00406887 -0.40135255  2.63151365  5.72768462  7.79806758         7.15298283  5.93411054  5.01670205 -5.         -5.         -5.        -5.         -5.         -5.          5.          5.          5.         5.        ]', '-1.24687681', '-1.0306904', '-1.03336287', '-1.64536131']
['[-1.24687681 -2.0557658  -2.00406887 -0.40135255  2.63151365  5.72768462         7.79806758  7.15298283  5.93411054 -5.         -5.         -5.        -5.         -5.         -5.         -5.          5.          5.         5.        ]', '-0.08332974', '-0.07325092', '-0.07448757', '-1.01766444']
['[-0.08332974 -1.24687681 -2.0557658  -2.00406887 -0.40135255  2.63151365         5.72768462  7.79806758  7.15298283 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.          5.         5.        ]', '-0.03756684', '-0.11011053', '-0.10780546', '-0.73251003']
['[-0.03756684 -0.08332974 -1.24687681 -2.0557658  -2.00406887 -0.40135255         2.63151365  5.72768462  7.79806758 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.         5.        ]', '-1.06832091', '-1.34740469', '-1.34541848', '-1.34243786']
['[-1.06832091 -0.03756684 -0.08332974 -1.24687681 -2.0557658  -2.00406887        -0.40135255  2.63151365  5.72768462 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-3.48489413', '-3.31530547', '-3.31886533', '-2.59781381']
['[-3.48489413 -1.06832091 -0.03756684 -0.08332974 -1.24687681 -2.0557658        -2.00406887 -0.40135255  2.63151365  5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-3.13155496', '-3.27765781', '-3.28009045', '-2.99051473']
['[-3.13155496 -3.48489413 -1.06832091 -0.03756684 -0.08332974 -1.24687681        -2.0557658  -2.00406887 -0.40135255  5.          5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-1.4116581', '-1.37082181', '-1.37186813', '-0.96667743']
['[-1.4116581  -3.13155496 -3.48489413 -1.06832091 -0.03756684 -0.08332974        -1.24687681 -2.0557658  -2.00406887  5.          5.          5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '1.39693431', '1.34660367', '1.34665774', '0.7412502']
['[ 1.39693431 -1.4116581  -3.13155496 -3.48489413 -1.06832091 -0.03756684        -0.08332974 -1.24687681 -2.0557658   5.          5.          5.         5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '3.8348395', '3.79506063', '3.79543825', '2.69896062']
['[ 3.8348395   1.39693431 -1.4116581  -3.13155496 -3.48489413 -1.06832091        -0.03756684 -0.08332974 -1.24687681  5.          5.          5.         5.          5.         -5.         -5.         -5.         -5.        -5.        ]', '5.18003546', '4.95986337', '4.95744779', '4.19962365']
['[ 5.18003546  3.8348395   1.39693431 -1.4116581  -3.13155496 -3.48489413        -1.06832091 -0.03756684 -0.08332974  5.          5.          5.         5.          5.          5.         -5.         -5.         -5.        -5.        ]', '4.58591867', '4.68593732', '4.68482296', '4.81009048']
['[ 4.58591867  5.18003546  3.8348395   1.39693431 -1.4116581  -3.13155496        -3.48489413 -1.06832091 -0.03756684  5.          5.          5.         5.          5.          5.          5.         -5.         -5.        -5.        ]', '3.50120405', '3.50295281', '3.50305388', '3.94877783']
['[ 3.50120405  4.58591867  5.18003546  3.8348395   1.39693431 -1.4116581        -3.13155496 -3.48489413 -1.06832091  5.          5.          5.         5.          5.          5.          5.          5.         -5.        -5.        ]', '2.5010511', '2.59256362', '2.59381877', '3.35807263']
['[ 2.5010511   3.50120405  4.58591867  5.18003546  3.8348395   1.39693431        -1.4116581  -3.13155496 -3.48489413  5.          5.          5.         5.          5.          5.          5.          5.          5.        -5.        ]', '2.54422631', '2.73738388', '2.73722342', '3.10065173']
['[ 2.54422631  2.5010511   3.50120405  4.58591867  5.18003546  3.8348395         1.39693431 -1.4116581  -3.13155496  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '3.73310421', '3.9406584', '3.94669417', '3.7057305']
['[ 3.73310421  2.54422631  2.5010511   3.50120405  4.58591867  5.18003546         3.8348395   1.39693431 -1.4116581   5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '5.76943229', '5.7020694', '5.704749', '4.93524576']
['[5.76943229 3.73310421 2.54422631 2.5010511  3.50120405 4.58591867        5.18003546 3.8348395  1.39693431 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '7.30082917', '7.35581641', '7.35628955', '6.45799841']
['[7.30082917 5.76943229 3.73310421 2.54422631 2.5010511  3.50120405        4.58591867 5.18003546 3.8348395  5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '7.93269426', '8.11221148', '8.11244534', '7.27232455']
['[7.93269426 7.30082917 5.76943229 3.73310421 2.54422631 2.5010511        3.50120405 4.58591867 5.18003546 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '7.6226381', '7.8236429', '7.82584884', '7.43533859']
['[7.6226381  7.93269426 7.30082917 5.76943229 3.73310421 2.54422631        2.5010511  3.50120405 4.58591867 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '7.07083553', '7.03722815', '7.03935733', '7.03961458']
['[7.07083553 7.6226381  7.93269426 7.30082917 5.76943229 3.73310421        2.54422631 2.5010511  3.50120405 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '6.34526771', '6.43115507', '6.4341751', '6.71097988']
['[6.34526771 7.07083553 7.6226381  7.93269426 7.30082917 5.76943229        3.73310421 2.54422631 2.5010511  5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '6.58109608', '6.45294725', '6.45400248', '6.51211044']
['[6.58109608 6.34526771 7.07083553 7.6226381  7.93269426 7.30082917        5.76943229 3.73310421 2.54422631 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '7.47135455', '7.27228152', '7.270442', '7.07591891']
['[7.47135455 6.58109608 6.34526771 7.07083553 7.6226381  7.93269426        7.30082917 5.76943229 3.73310421 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '8.63691089', '8.46976155', '8.46558863', '7.93599995']
['[8.63691089 7.47135455 6.58109608 6.34526771 7.07083553 7.6226381        7.93269426 7.30082917 5.76943229 5.         5.         5.        5.         5.         5.         5.         5.         5.        5.        ]', '9.59327022', '9.41350458', '9.41079371', '8.77914178']
['[ 9.59327022  8.63691089  7.47135455  6.58109608  6.34526771  7.07083553         7.6226381   7.93269426  7.30082917 -5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '7.81368434', '7.83529642', '7.83206997', '7.88455068']
['[ 7.81368434  9.59327022  8.63691089  7.47135455  6.58109608  6.34526771         7.07083553  7.6226381   7.93269426 -5.         -5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '4.80569847', '4.60994363', '4.60809127', '4.86395501']
['[ 4.80569847  7.81368434  9.59327022  8.63691089  7.47135455  6.58109608         6.34526771  7.07083553  7.6226381  -5.         -5.         -5.         5.          5.          5.          5.          5.          5.         5.        ]', '1.29972988', '1.32347643', '1.32257976', '2.38528753']
['[ 1.29972988  4.80569847  7.81368434  9.59327022  8.63691089  7.47135455         6.58109608  6.34526771  7.07083553 -5.         -5.         -5.        -5.          5.          5.          5.          5.          5.         5.        ]', '-0.81638396', '-0.90074091', '-0.90116786', '0.28932203']
['[-0.81638396  1.29972988  4.80569847  7.81368434  9.59327022  8.63691089         7.47135455  6.58109608  6.34526771 -5.         -5.         -5.        -5.         -5.          5.          5.          5.          5.         5.        ]', '-1.36588793', '-1.24029304', '-1.24189582', '-0.82165209']
['[-1.36588793 -0.81638396  1.29972988  4.80569847  7.81368434  9.59327022         8.63691089  7.47135455  6.58109608 -5.         -5.         -5.        -5.         -5.         -5.          5.          5.          5.         5.        ]', '-0.38017092', '-0.37092542', '-0.37198002', '-0.91763066']
['[-0.38017092 -1.36588793 -0.81638396  1.29972988  4.80569847  7.81368434         9.59327022  8.63691089  7.47135455 -5.         -5.         -5.        -5.         -5.         -5.         -5.          5.          5.         5.        ]', '0.83311964', '0.7241273', '0.72515306', '-0.11763691']
['[ 0.83311964 -0.38017092 -1.36588793 -0.81638396  1.29972988  4.80569847         7.81368434  9.59327022  8.63691089 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.          5.         5.        ]', '0.98212834', '1.00105728', '1.00171494', '0.25785939']
['[ 0.98212834  0.83311964 -0.38017092 -1.36588793 -0.81638396  1.29972988         4.80569847  7.81368434  9.59327022 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.         5.        ]', '-0.30661819', '-0.09251479', '-0.09220835', '-0.27074512']
['[-0.30661819  0.98212834  0.83311964 -0.38017092 -1.36588793 -0.81638396         1.29972988  4.80569847  7.81368434 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-2.25388253', '-2.2863893', '-2.28803654', '-1.78140741']
['[-2.25388253 -0.30661819  0.98212834  0.83311964 -0.38017092 -1.36588793        -0.81638396  1.29972988  4.80569847  5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-2.42465406', '-2.42198257', '-2.42008646', '-1.99281631']
['[-2.42465406 -2.25388253 -0.30661819  0.98212834  0.83311964 -0.38017092        -1.36588793 -0.81638396  1.29972988  5.          5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-0.88681436', '-0.7844312', '-0.78295504', '-0.39213636']
['[-0.88681436 -2.42465406 -2.25388253 -0.30661819  0.98212834  0.83311964        -0.38017092 -1.36588793 -0.81638396  5.          5.          5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '1.70208171', '1.77259568', '1.77391169', '1.24086212']
['[ 1.70208171 -0.88681436 -2.42465406 -2.25388253 -0.30661819  0.98212834         0.83311964 -0.38017092 -1.36588793  5.          5.          5.         5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '4.36883521', '4.19722418', '4.19669577', '3.07443612']
['[ 4.36883521  1.70208171 -0.88681436 -2.42465406 -2.25388253 -0.30661819         0.98212834  0.83311964 -0.38017092  5.          5.          5.         5.          5.         -5.         -5.         -5.         -5.        -5.        ]', '5.44324909', '5.41655454', '5.41624847', '4.73635489']
['[ 5.44324909  4.36883521  1.70208171 -0.88681436 -2.42465406 -2.25388253        -0.30661819  0.98212834  0.83311964  5.          5.          5.         5.          5.          5.         -5.         -5.         -5.        -5.        ]', '4.91554751', '5.16285214', '5.16321841', '5.12803238']
['[ 4.91554751  5.44324909  4.36883521  1.70208171 -0.88681436 -2.42465406        -2.25388253 -0.30661819  0.98212834  5.          5.          5.         5.          5.          5.          5.         -5.         -5.        -5.        ]', '3.94997903', '4.00057616', '4.00160498', '4.40403922']
['[ 3.94997903  4.91554751  5.44324909  4.36883521  1.70208171 -0.88681436        -2.42465406 -2.25388253 -0.30661819  5.          5.          5.         5.          5.          5.          5.          5.         -5.        -5.        ]', '3.25339396', '3.10267631', '3.10432652', '3.77822884']
['[ 3.25339396  3.94997903  4.91554751  5.44324909  4.36883521  1.70208171        -0.88681436 -2.42465406 -2.25388253  5.          5.          5.         5.          5.          5.          5.          5.          5.        -5.        ]', '3.13854533', '3.18848044', '3.19111117', '3.66898619']
['[ 3.13854533  3.25339396  3.94997903  4.91554751  5.44324909  4.36883521         1.70208171 -0.88681436 -2.42465406  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '4.17560884', '4.38164546', '4.38520479', '4.13213868']
['[ 4.17560884  3.13854533  3.25339396  3.94997903  4.91554751  5.44324909         4.36883521  1.70208171 -0.88681436 -5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '3.91589509', '4.02958925', '4.02927669', '3.900241']
['[ 3.91589509  4.17560884  3.13854533  3.25339396  3.94997903  4.91554751         5.44324909  4.36883521  1.70208171 -5.         -5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '2.36828341', '2.50602397', '2.50634367', '2.14438886']
['[ 2.36828341  3.91589509  4.17560884  3.13854533  3.25339396  3.94997903         4.91554751  5.44324909  4.36883521 -5.         -5.         -5.         5.          5.          5.          5.          5.          5.         5.        ]', '0.29470912', '0.29778601', '0.30166459', '0.59978032']
['[ 0.29470912  2.36828341  3.91589509  4.17560884  3.13854533  3.25339396         3.94997903  4.91554751  5.44324909 -5.         -5.         -5.        -5.          5.          5.          5.          5.          5.         5.        ]', '-1.55670398', '-1.64103302', '-1.63864245', '-0.86753871']
['[-1.55670398  0.29470912  2.36828341  3.91589509  4.17560884  3.13854533         3.25339396  3.94997903  4.91554751 -5.         -5.         -5.        -5.         -5.          5.          5.          5.          5.         5.        ]', '-2.58858698', '-2.60711383', '-2.60767426', '-2.14354461']
['[-2.58858698 -1.55670398  0.29470912  2.36828341  3.91589509  4.17560884         3.13854533  3.25339396  3.94997903 -5.         -5.         -5.        -5.         -5.         -5.          5.          5.          5.         5.        ]', '-2.76390639', '-2.72824072', '-2.72814114', '-2.79839661']
['[-2.76390639 -2.58858698 -1.55670398  0.29470912  2.36828341  3.91589509         4.17560884  3.13854533  3.25339396 -5.         -5.         -5.        -5.         -5.         -5.         -5.          5.          5.         5.        ]', '-2.57026446', '-2.37490177', '-2.374166', '-2.69196552']
['[-2.57026446 -2.76390639 -2.58858698 -1.55670398  0.29470912  2.36828341         3.91589509  4.17560884  3.13854533 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.          5.         5.        ]', '-2.0159653', '-2.18470975', '-2.184521', '-2.62702752']
['[-2.0159653  -2.57026446 -2.76390639 -2.58858698 -1.55670398  0.29470912         2.36828341  3.91589509  4.17560884 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.         5.        ]', '-2.44373651', '-2.47408434', '-2.47416872', '-2.60683265']
['[-2.44373651 -2.0159653  -2.57026446 -2.76390639 -2.58858698 -1.55670398         0.29470912  2.36828341  3.91589509 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-3.48333249', '-3.54183108', '-3.54490128', '-3.29572403']
['[-3.48333249 -2.44373651 -2.0159653  -2.57026446 -2.76390639 -2.58858698        -1.55670398  0.29470912  2.36828341  5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-2.72790586', '-2.83123992', '-2.83277879', '-2.89738656']
['[-2.72790586 -3.48333249 -2.44373651 -2.0159653  -2.57026446 -2.76390639        -2.58858698 -1.55670398  0.29470912  5.          5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-1.17728386', '-0.97399593', '-0.97573437', '-0.82955058']
['[-1.17728386 -2.72790586 -3.48333249 -2.44373651 -2.0159653  -2.57026446        -2.76390639 -2.58858698 -1.55670398  5.          5.          5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '1.23236834', '1.08572814', '1.08679239', '0.57205223']
['[ 1.23236834 -1.17728386 -2.72790586 -3.48333249 -2.44373651 -2.0159653        -2.57026446 -2.76390639 -2.58858698  5.          5.          5.         5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '2.77157151', '2.84604127', '2.84750096', '2.08590157']
['[ 2.77157151  1.23236834 -1.17728386 -2.72790586 -3.48333249 -2.44373651        -2.0159653  -2.57026446 -2.76390639  5.          5.          5.         5.          5.         -5.         -5.         -5.         -5.        -5.        ]', '3.630845', '3.5389599', '3.53830024', '3.14161689']
['[ 3.630845    2.77157151  1.23236834 -1.17728386 -2.72790586 -3.48333249        -2.44373651 -2.0159653  -2.57026446  5.          5.          5.         5.          5.          5.         -5.         -5.         -5.        -5.        ]', '3.50812784', '3.37286996', '3.37209982', '3.57908712']
['[ 3.50812784  3.630845    2.77157151  1.23236834 -1.17728386 -2.72790586        -3.48333249 -2.44373651 -2.0159653   5.          5.          5.         5.          5.          5.          5.         -5.         -5.        -5.        ]', '2.69800144', '2.82426883', '2.82335702', '3.28982924']
['[ 2.69800144  3.50812784  3.630845    2.77157151  1.23236834 -1.17728386        -2.72790586 -3.48333249 -2.44373651  5.          5.          5.         5.          5.          5.          5.          5.         -5.        -5.        ]', '2.56960301', '2.53055029', '2.53015421', '2.94993019']
['[ 2.56960301  2.69800144  3.50812784  3.630845    2.77157151  1.23236834        -1.17728386 -2.72790586 -3.48333249  5.          5.          5.         5.          5.          5.          5.          5.          5.        -5.        ]', '3.03602613', '3.04290686', '3.04332235', '3.19087338']
['[ 3.03602613  2.56960301  2.69800144  3.50812784  3.630845    2.77157151         1.23236834 -1.17728386 -2.72790586  5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '4.25077096', '4.29423574', '4.29745288', '3.97265153']
['[ 4.25077096  3.03602613  2.56960301  2.69800144  3.50812784  3.630845         2.77157151  1.23236834 -1.17728386 -5.          5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '3.69827842', '3.69210541', '3.69318296', '3.61712403']
['[ 3.69827842  4.25077096  3.03602613  2.56960301  2.69800144  3.50812784         3.630845    2.77157151  1.23236834 -5.         -5.          5.         5.          5.          5.          5.          5.          5.         5.        ]', '1.67668514', '1.80164852', '1.80190921', '1.63785649']
['[ 1.67668514  3.69827842  4.25077096  3.03602613  2.56960301  2.69800144         3.50812784  3.630845    2.77157151 -5.         -5.         -5.         5.          5.          5.          5.          5.          5.         5.        ]', '-0.76071394', '-0.58943268', '-0.58997036', '-0.11323924']
['[-0.76071394  1.67668514  3.69827842  4.25077096  3.03602613  2.56960301         2.69800144  3.50812784  3.630845   -5.         -5.         -5.        -5.          5.          5.          5.          5.          5.         5.        ]', '-2.62611729', '-2.62916635', '-2.62689779', '-1.77107851']
['[-2.62611729 -0.76071394  1.67668514  3.69827842  4.25077096  3.03602613         2.56960301  2.69800144  3.50812784 -5.         -5.         -5.        -5.         -5.          5.          5.          5.          5.         5.        ]', '-3.51119115', '-3.43487887', '-3.43241165', '-2.93857558']
['[-3.51119115 -2.62611729 -0.76071394  1.67668514  3.69827842  4.25077096         3.03602613  2.56960301  2.69800144 -5.         -5.         -5.        -5.         -5.         -5.          5.          5.          5.         5.        ]', '-3.15670583', '-3.1589944', '-3.15813815', '-3.38386391']
['[-3.15670583 -3.51119115 -2.62611729 -0.76071394  1.67668514  3.69827842         4.25077096  3.03602613  2.56960301 -5.         -5.         -5.        -5.         -5.         -5.         -5.          5.          5.         5.        ]', '-2.59330218', '-2.42849349', '-2.42774165', '-2.91674968']
['[-2.59330218 -3.15670583 -3.51119115 -2.62611729 -0.76071394  1.67668514         3.69827842  4.25077096  3.03602613 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.          5.         5.        ]', '-1.85841421', '-2.11207449', '-2.11185842', '-2.68595609']
['[-1.85841421 -2.59330218 -3.15670583 -3.51119115 -2.62611729 -0.76071394         1.67668514  3.69827842  4.25077096 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.         5.        ]', '-2.77064158', '-2.52575524', '-2.52583285', '-2.65295436']
['[-2.77064158 -1.85841421 -2.59330218 -3.15670583 -3.51119115 -2.62611729        -0.76071394  1.67668514  3.69827842 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-3.9223167', '-3.97543171', '-3.97795334', '-3.71314189']
['[-3.9223167  -2.77064158 -1.85841421 -2.59330218 -3.15670583 -3.51119115        -2.62611729 -0.76071394  1.67668514 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-5.2833934', '-5.51338844', '-5.51328736', '-4.80194513']
['[-5.2833934  -3.9223167  -2.77064158 -1.85841421 -2.59330218 -3.15670583        -3.51119115 -2.62611729 -0.76071394 -5.         -5.         -5.        -5.         -5.         -5.         -5.         -5.         -5.        -5.        ]', '-6.49790745', '-6.6361284', '-6.63689524', '-5.8168541']
